symbol,time_bin,polarity,polarity_3d,polarity_5d
AAPL,2023-09-05,0.14285714285714285,0.25763474373205086,0.3295501636761444
AAPL,2023-09-06,1.0,0.6288173718660255,0.5530334424507629
AAPL,2023-09-07,1.0,0.8144086859330127,0.7020222949671753
AAPL,2023-09-08,0.3333333333333333,0.5738710096331731,0.5791259744225613
AAPL,2023-09-09,0.0,0.28693550481658653,0.38608398294837426
AAPL,2023-09-10,0.3333333333333333,0.3101344190749599,0.368500433076694
AAPL,2023-09-11,0.5,0.40506720953748,0.41233362205112933
AAPL,2023-09-12,0.6551724137931034,0.5301198116652917,0.49327988596512073
AAPL,2023-09-13,0.5789473684210527,0.5545335900431722,0.5218357134504313
AAPL,2023-09-14,0.2727272727272727,0.41363043138522243,0.43879956654271185
AAPL,2023-09-15,0.6363636363636364,0.5249970338744294,0.50465425648302
AAPL,2023-09-16,0.0,0.2624985169372147,0.33643617098868
AAPL,2023-09-17,1.0,0.6312492584686074,0.5576241139924534
AAPL,2023-09-18,0.09090909090909091,0.36107917468884915,0.4020524396313326
AAPL,2023-09-19,-0.3333333333333333,0.013872920677757916,0.15692384864311065
AAPL,2023-09-20,0.5,0.25693646033887896,0.27128256576207377
AAPL,2023-09-21,0.0,0.12846823016943948,0.18085504384138254
AAPL,2023-09-22,0.2,0.16423411508471975,0.18723669589425504
AAPL,2023-09-23,1.0,0.5821170575423599,0.4581577972628367
AAPL,2023-09-24,0.3333333333333333,0.4577251954378466,0.4165496426196689
AAPL,2023-09-25,0.3333333333333333,0.39552926438559,0.3888108728575571
AAPL,2023-09-26,0.42857142857142855,0.41205034647850924,0.40206439142884765
AAPL,2023-09-27,1.0,0.7060251732392546,0.6013762609525651
AAPL,2023-09-28,0.0,0.3530125866196273,0.4009175073017101
AAPL,2023-09-29,0.5,0.42650629330981366,0.43394500486780674
AAPL,2023-09-30,0.0,0.21325314665490683,0.2892966699118712
AAPL,2023-10-01,0.0,0.10662657332745341,0.19286444660791416
AAPL,2023-10-02,0.6666666666666666,0.38664661999706,0.35079851996083167
AAPL,2023-10-03,0.3333333333333333,0.35998997666519666,0.3449767910849989
AAPL,2023-10-04,0.6,0.47999498833259835,0.42998452738999926
AAPL,2023-10-05,0.6,0.5399974941662992,0.48665635159333287
AAPL,2023-10-06,1.0,0.7699987470831495,0.6577709010622219
AAPL,2023-10-07,1.0,0.8849993735415748,0.7718472673748147
AAPL,2023-10-08,1.0,0.9424996867707873,0.8478981782498765
AAPL,2023-10-09,0.0,0.47124984338539366,0.5652654521665844
AAPL,2023-10-10,0.3333333333333333,0.4022915883593635,0.4879547458888341
AAPL,2023-10-11,0.0,0.20114579417968176,0.3253031639258894
AAPL,2023-10-12,0.3333333333333333,0.26723956375650754,0.32797988706170406
AAPL,2023-10-13,0.0,0.13361978187825377,0.21865325804113606
AAPL,2023-10-14,1.0,0.5668098909391269,0.47910217202742406
AAPL,2023-10-15,1.0,0.7834049454695635,0.652734781351616
AAPL,2023-10-16,-0.2,0.2917024727347818,0.3684898542344107
AAPL,2023-10-17,1.0,0.645851236367391,0.5789932361562738
AAPL,2023-10-18,1.0,0.8229256181836955,0.7193288241041826
AAPL,2023-10-19,1.0,0.9114628090918477,0.8128858827361218
AAPL,2023-10-20,1.0,0.9557314045459239,0.8752572551574146
AAPL,2023-10-21,0.0,0.47786570227296193,0.5835048367716098
AAPL,2023-10-22,1.0,0.738932851136481,0.7223365578477399
AAPL,2023-10-23,0.2,0.4694664255682405,0.5482243718984933
AAPL,2023-10-24,1.0,0.7347332127841202,0.6988162479323289
AAPL,2023-10-25,0.2,0.46736660639206007,0.5325441652882194
AAPL,2023-10-26,-0.3333333333333333,0.06701663652936338,0.2439183324143685
AAPL,2023-10-27,0.0,0.03350831826468169,0.16261222160957903
AAPL,2023-10-28,1.0,0.5167541591323408,0.44174148107305267
AAPL,2023-10-29,-1.0,-0.2416229204338296,-0.03883901261796484
AAPL,2023-10-30,0.6666666666666666,0.2125218731164185,0.19632954714357898
AAPL,2023-10-31,0.2,0.20626093655820926,0.19755303142905267
AAPL,2023-11-01,0.42857142857142855,0.3174161825648189,0.27455916380984463
AAPL,2023-11-02,0.2,0.25870809128240946,0.2497061092065631
AAPL,2023-11-03,-0.14285714285714285,0.057925474212633304,0.11885169185199447
AAPL,2023-11-04,1.0,0.5289627371063167,0.4125677945679963
AAPL,2023-11-05,1.0,0.7644813685531584,0.6083785297119976
AAPL,2023-11-06,0.5555555555555556,0.660018462054357,0.5907708716598503
AAPL,2023-11-07,1.0,0.8300092310271785,0.7271805811065669
AAPL,2023-11-08,1.0,0.9150046155135892,0.818120387404378
AAPL,2023-11-09,0.0,0.4575023077567946,0.5454135916029187
AAPL,2023-11-10,1.0,0.7287511538783973,0.6969423944019458
AAPL,2023-11-11,0.3333333333333333,0.5310422436058653,0.5757393740457417
AAPL,2023-11-12,1.0,0.7655211218029326,0.7171595826971612
AAPL,2023-11-13,0.3333333333333333,0.549427227568133,0.5892174995758853
AAPL,2023-11-14,0.75,0.6497136137840664,0.6428116663839236
AAPL,2023-11-15,1.0,0.8248568068920332,0.7618744442559491
AAPL,2023-11-16,1.0,0.9124284034460166,0.8412496295039661
AAPL,2023-11-17,1.0,0.9562142017230083,0.8941664196693108
AAPL,2023-11-18,0.3333333333333333,0.6447737675281708,0.7072220575573184
AAPL,2023-11-19,1.0,0.8223868837640854,0.8048147050382123
AAPL,2023-11-20,0.0,0.4111934418820427,0.5365431366921416
AAPL,2023-11-21,1.0,0.7055967209410213,0.6910287577947611
AAPL,2023-11-22,0.0,0.35279836047051066,0.4606858385298408
AAPL,2023-11-23,-1.0,-0.32360081976474464,-0.026209440980106084
AAPL,2023-11-24,-0.75,-0.5368004098823723,-0.26747296065340403
AAPL,2023-11-26,1.0,0.23159979505881384,0.15501802623106395
AAPL,2023-11-27,-1.0,-0.3842001024705931,-0.229987982512624
AAPL,2023-11-28,0.2,-0.09210005123529655,-0.08665865500841602
AAPL,2023-11-29,0.7142857142857143,0.3110928315252089,0.18032280142296073
AAPL,2023-11-30,0.5,0.4055464157626044,0.28688186761530715
AAPL,2023-12-01,-0.3333333333333333,0.03610654121463555,0.08014346729909369
AAPL,2023-12-02,1.0,0.5180532706073178,0.3867623115327291
AAPL,2023-12-03,0.5,0.5090266353036589,0.42450820768848607
AAPL,2023-12-04,0.6666666666666666,0.5878466509851628,0.5052276940145463
AAPL,2023-12-05,0.0,0.2939233254925814,0.3368184626763642
AAPL,2023-12-06,-0.2,0.04696166274629068,0.15787897511757618
AAPL,2023-12-07,0.5,0.27348083137314533,0.27191931674505077
AAPL,2023-12-08,0.0,0.13674041568657266,0.18127954449670053
AAPL,2023-12-09,0.0,0.06837020784328633,0.12085302966446704
AAPL,2023-12-10,1.0,0.5341851039216432,0.41390201977631136
AAPL,2023-12-11,-0.3333333333333333,0.10042588529415494,0.16482356873976317
AAPL,2023-12-12,0.0,0.05021294264707747,0.10988237915984213
AAPL,2023-12-13,0.0,0.025106471323538736,0.07325491943989476
AAPL,2023-12-14,0.4,0.21255323566176937,0.1821699462932632
AAPL,2023-12-15,0.3333333333333333,0.27294328449755134,0.23255774197328657
AAPL,2023-12-16,0.0,0.13647164224877567,0.15503849464885774
AAPL,2023-12-17,1.0,0.5682358211243879,0.43669232976590516
AAPL,2023-12-18,0.14285714285714285,0.35554648199076533,0.33874726746298445
AAPL,2023-12-19,1.0,0.6777732409953827,0.5591648449753229
AAPL,2023-12-20,0.42857142857142855,0.5531723347834057,0.5156337061740248
AAPL,2023-12-21,-0.25,0.15158616739170283,0.26042247078268327
AAPL,2023-12-22,-0.2,-0.02420691630414859,0.1069483138551222
AAPL,2023-12-24,0.3333333333333333,0.15456320851459238,0.1824099870145259
AAPL,2023-12-25,1.0,0.5772816042572961,0.45493999134301727
AAPL,2023-12-26,1.0,0.7886408021286481,0.6366266608953448
AAPL,2023-12-27,1.0,0.894320401064324,0.7577511072635632
AAPL,2023-12-28,0.6,0.747160200532162,0.7051674048423755
AAPL,2023-12-29,-0.2,0.27358010026608104,0.4034449365615837
AAPL,2023-12-30,1.0,0.6367900501330406,0.6022966243743891
AAPL,2023-12-31,0.0,0.3183950250665203,0.40153108291625944
AAPL,2024-01-02,0.3333333333333333,0.32586417919992683,0.3787984997219508
AAPL,2024-01-03,0.8,0.5629320895999634,0.5191989998146339
AAPL,2024-01-04,0.6666666666666666,0.614799378133315,0.5683548887653115
AAPL,2024-01-05,0.2,0.40739968906665747,0.44556992584354105
AAPL,2024-01-06,0.0,0.20369984453332873,0.2970466172290274
AAPL,2024-01-07,1.0,0.6018499222666643,0.5313644114860183
AAPL,2024-01-08,0.7142857142857143,0.6580678182761893,0.592338179085917
AAPL,2024-01-09,-0.3333333333333333,0.162367242471428,0.28378100827950026
AAPL,2024-01-10,-0.3333333333333333,-0.08548304543095266,0.07807622774188909
AAPL,2024-01-11,0.3333333333333333,0.12392514395119034,0.16316192960570383
AAPL,2024-01-12,-0.3333333333333333,-0.10470409469107149,-0.002336491373975205
AAPL,2024-01-13,1.0,0.4476479526544643,0.33177567241734984
AAPL,2024-01-14,1.0,0.7238239763272322,0.5545171149448999
AAPL,2024-01-15,-0.3333333333333333,0.19524532149694943,0.2585669655188222
AAPL,2024-01-16,0.25,0.2226226607484747,0.25571131034588146
AAPL,2024-01-17,0.25,0.23631133037423735,0.25380754023058766
AAPL,2024-01-18,0.1111111111111111,0.17371122074267423,0.20624206385742883
AAPL,2024-01-19,0.6666666666666666,0.4201889437046704,0.3597169314605081
AAPL,2024-01-20,1.0,0.7100944718523352,0.573144620973672
AAPL,2024-01-21,1.0,0.8550472359261676,0.7154297473157814
AAPL,2024-01-22,0.42857142857142855,0.6418093322487981,0.6198103077343304
AAPL,2024-01-23,0.8181818181818182,0.7299955752153082,0.6859341445501597
AAPL,2024-01-24,0.25,0.4899977876076541,0.5406227630334398
AAPL,2024-01-25,0.1111111111111111,0.3005544493593826,0.3974522123926636
AAPL,2024-01-26,0.0,0.1502772246796913,0.2649681415951091
AAPL,2024-01-27,0.0,0.07513861233984565,0.17664542773007277
AAPL,2024-01-28,0.0,0.03756930616992282,0.1177636184867152
AAPL,2024-01-29,0.3333333333333333,0.18545131975162807,0.1896201901022546
AAPL,2024-01-30,0.2,0.19272565987581403,0.1930801267348364
AAPL,2024-01-31,0.14285714285714285,0.16779140136647844,0.17633913210893856
AAPL,2024-02-01,0.0,0.08389570068323922,0.11755942140595906
AAPL,2024-02-02,0.14285714285714285,0.11337642177019103,0.12599199522302032
AAPL,2024-02-03,1.0,0.5566882108850955,0.4173279968153469
